"RecordNumber"	"StationName"	"Date"	"Survey"	"Replicate"	"Tide"	"Tide Height"	"SalinityZone"	"Temp(C)StartTop"	"Conductivity(uS/cm)StartTop"	"Salinity(ppt)StartTop"	"DOSat(Percent)StartTop"	"DOSat(mg/L)StartTop"	"Chl(ug/L)StartTop"	"Chl(RFU)StartTop"	"Temp(C)StartBottom"	"Conductivity(uS/cm)StartBottom"	"Salinity(ppt)StartBottom"	"DOSat(Percent)StartBottom"	"DOSat(mg/L)StartBottom"	"Chl(ug/L)StartBottom"	"Chl(RFU)StartBottom"	"Temp(C)EndTop"	"Conductivity(uS/cm)EndTop"	"Salinity(ppt)EndTop"	"DOSat(Percent)EndTop"	"DOSat(mg/L)EndTop"	"Chl(ug/L)EndTop"	"Chl(RFU)EndTop"	"Temp(C)EndBottom"	"Conductivity(uS/cm)EndBottom"	"Salinity(ppt)EndBottom"	"DOSat(Percent)EndBottom"	"DOSat(mg/L)EndBottom"	"Chl(ug/L)EndBottom"	"Chl(RFU)EndBottom"	"StartSecchi(cm)"	"EndSecchi(cm)"	"StartNTU"	"EndNTU"	"StartpH"	"EndpH"	"Comments"	"WQStartFile"	"WQEndFile"
1151	"NB-520"	2/6/2016 0:00:00	"5"	"1"	"Flooding"		"1: 1-3.99"	11.60	3292.00	1.73	101.30	10.90	16.60	3.90	11.56	3306.00	1.74	100.50	10.83	9.60	2.30	11.31	2503.00	1.30	98.00	10.64	15.20	3.60	11.29	2504.00	1.30	98.70	10.73	11.50	2.70	17.00	15.00	126.00	113.00				"SON 2_6_16"	"SON 2_6_16"
1152	"NB-630"	2/6/2016 0:00:00	"5"	"1"	"Ebbing"		"1: 1-3.99"								10.59	7360.00	4.07	91.20	9.90	10.80	2.60	11.03	6034.00	3.30	92.20	9.95	11.30	2.70	11.05	6064.00	3.31	93.40	10.08	10.10	2.40	15.00	10.00	146.00	382.00			"Sampled in high current.  Didn't move at all."	"SON 2_6_16"	"SON 2_6_16"
1153	"NB-670"	2/6/2016 0:00:00	"5"	"1"	"Ebbing"		"1: 1-3.99"	9.91	6639.00	3.65	92.90	10.26	13.60	3.20	9.92	12252.00	7.03	93.10	10.07	15.50	3.70	10.02	10461.00	5.93	91.10	9.90	11.90	2.80	10.03	10491.00	5.95	92.50	10.04	13.30	3.10	9.00	10.00	245.00	460.00				"SON 2_6_16"	"SON 2_6_16"
1154	"NB-1013"	2/6/2016 0:00:00	"5"	"1"	"Ebbing"		"3: 7-9.99"															10.23	12558.00	7.22	91.60	9.82	7.50	1.80	10.34	12521.00	7.20	94.70	10.13	4.00	0.90	11.00	12.00	443.00	330.00			"Forgot cod-end jar on CB. No CB sample.  Didn't do start WQ drop.  Not moving so did end."	"SON 2_6_16"	"SON 2_6_16"
1155	"SB-A18.1"	12/13/2015 0:00:00	"1"	"1"	"Low"		"4: >10"	12.40	22989.00	18.80	99.50	9.28																								36.00						"In Natomas Storage Unit.  A18 West by boat launch.  .5 M opening, 250 u mesh.  37.442036, -121.958814"	"NA"	"NA"
1156	"SB-A18.2"	12/13/2015 0:00:00	"1"	"1"	"Low"		"4: >10"	11.90	23381.00	19.40	95.80	9.17																								28.00						"In Natomas Storage Unit. By A18 outfall NE Corner.  37.460560, -121.963019"	"NA"	"NA"
1157	"SB-A18SBPower"	12/13/2015 0:00:00	"1"	"1"	"Low"		"4: >10"	12.80	23263.00	15.60	69.60	6.58																								25.00						"In Natomas Storage Unit. 37.458107, -121.955185"	"NA"	"NA"
1158	"SB-A18.4"	12/13/2015 0:00:00	"1"	"1"	"Low"		"4: >10"	12.60	23538.00	19.30	80.40	7.83																								26.00						"In Natomas Storage Unit. Power lines to boat launch.  37.442345, -121.951895"	"NA"	"NA"
1159	"SB-A18.5"	12/13/2015 0:00:00	"1"	"1"	"Low"		"4: >10"	12.60	23197.00	18.80	88.90	8.36																								28.00						"In Natomas Storage Unit. 37.440547, -121.954011.  Dump corner to boat launch.  Repull - hit mud."	"NA"	"NA"
1160	"SB-A18.6"	12/13/2015 0:00:00	"1"	"1"	"Low"		"4: >10"	12.30	22893.00	18.70	93.90	8.92																								36.00						"In Natomas Storage Unit. 37.445739, -121.962472.  Boat luanch to inlet gate."	"NA"	"NA"
1161	"SB-420"	2/13/2016 0:00:00	"6"	"1"	"Ebbing"		"1: 1-3.99"	18.99	2308.00	1.35	93.50	8.61			18.83	10062.00	6.52	100.40	9.00			19.11	3270.00	1.95	91.80	8.40			19.25	8083.00	5.10	95.00	8.51			71.00		299.00		7.59			"SB 2_13_16"	"SB 2_13_16"
1162	"SB-420"	2/13/2016 0:00:00	"6"	"2"	"Ebbing"		"1: 1-3.99"	18.99	2308.00	1.35	93.50	8.61			18.83	10062.00	6.52	100.40	9.00			19.11	3270.00	1.95	91.80	8.40			19.25	8083.00	5.10	95.00	8.51			71.00		299.00		7.59		"Compare to 1161"	"SB 2_13_16"	"SB 2_13_16"
1163	"SB-430"	2/13/2016 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	18.68	9160.00	5.91	91.40	8.24			18.61	9090.00	5.87	104.10	9.40																	38.00		113.00		7.85		"Compare to 1164"	"SB 2_13_16"	"SB 2_13_16"
1164	"SB-430"	2/13/2016 0:00:00	"6"	"2"	"Ebbing"		"3: 7-9.99"	18.68	9160.00	5.91	91.40	8.24			18.61	9090.00	5.87	104.10	9.40																	38.00	28.00	113.00	89.90	7.85	7.84	"Compare to 1163"	"SB 2_13_16"	"SB 2_13_16"
1165	"SB-130"	2/13/2016 0:00:00	"6"	"1"	"Low"		"2: 4-6.99"	14.85	7681.00	5.38	99.20	9.71										14.99	9239.00	6.54	95.00	9.20			14.94	9237.00	6.54	103.40	10.04			36.00		37.40		8.07			"SB 2_13_16"	"SB 2_13_16"
1166	"SB-130"	2/13/2016 0:00:00	"6"	"2"	"Ebbing"		"2: 4-6.99"	14.85	7681.00	5.38	99.20	9.71										14.99	9239.00	6.54	95.00	9.20			14.94	9237.00	6.54	103.40	10.04			38.00		37.40		8.07			"SB 2_13_16"	"SB 2_13_16"
1167	"SB-150"	2/13/2016 0:00:00	"6"	"1"	"Flooding"		"3: 7-9.99"	15.39	12443.00	8.92	93.80	8.88			15.36	12448.00	8.93	102.70	9.73			15.66	13767.00	9.88	95.60	8.95			15.64	14094.00	10.14	104.00	9.72			36.00		48.50		8.00			"SB 2_13_16"	"SB 2_13_16"
1168	"SB-150"	2/13/2016 0:00:00	"6"	"2"	"Flooding"		"3: 7-9.99"	15.39	12443.00	8.92	93.80	8.88			15.36	12448.00	8.93	102.70	9.73			15.66	13767.00	9.88	95.60	8.95			15.64	14094.00	10.14	104.00	9.72			36.00		48.50		8.10			"SB 2_13_16"	"SB 2_13_16"
1169	"SB-150"	2/13/2016 0:00:00	"6"	"3"	"Low"		"3: 7-9.99"															16.75	14113.00	9.88	92.20	8.44			16.53	15369.00	10.90	102.10	9.33			35.00		38.60		8.19		"No data recorded for start"	"SB 2_13_16"	"SB 2_13_16"
1170	"SB-150"	2/13/2016 0:00:00	"6"	"4"	"Low"		"3: 7-9.99"															16.75	14113.00	9.88	92.20	8.44			16.53	15369.00	10.90	102.10	9.33			35.00		38.60		8.19		"Compare to 1169"	"SB 2_13_16"	"SB 2_13_16"
1171	"SB-150"	2/13/2016 0:00:00	"6"	"5"	"Flooding"		"3: 7-9.99"															16.75	14113.00	9.88	92.20	8.44			16.53	15369.00	10.90	102.10	9.33			36.00		48.50		8.19		"Compare to 1172"	"SB 2_13_16"	"SB 2_13_16"
1172	"SB-150"	2/13/2016 0:00:00	"6"	"5"	"Flooding"		"4: >10"	17.11	14654.00	10.20	94.70	8.59			16.69	15278.00	10.79	101.70	9.27			16.94	15493.00	10.88	97.80	8.86			16.72	15573.00	11.00	103.50	9.41			38.00		26.50		8.01	7.97	"Compare to 1171"	"SB 2_13_16"	"SB 2_13_16"
1173	"NB-1119"	2/15/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	14.32	19374.00	14.82	98.30	9.18			14.22	20887.00	16.13	99.70	9.26			13.66	18173.00	14.07	96.00	9.13			13.55	18458.00	14.34	96.80	9.22			61.00		13.60		7.94	7.89	"YSI 650 MDS on EST not PST.  Chl not turned on or available on sonde. Tide +4.8"	"SB 2_15_16"	"SB 2_15_16"
1174	"NB-1101"	2/15/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	13.59	17467.00	13.49	98.10	9.39			13.69	19165.00	14.89	100.60	9.52			13.75	18361.00	14.19	96.40	9.15			13.84	19272.00	14.92					88.00		8.24	7.92	7.89	7.89	"Tide +4.6.  First WQ data was at 12:07 the 650 MDS was not set to PST"	"SPB_NAP 2_15_16"	"SPB_NAP 2_15_16"
1175	"NB-1068"	2/15/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	14.19	19489.00	14.97	97.90	9.16			14.19	19498.00	14.98	99.20	9.28			14.30	19564.00	14.99	97.60	9.11			14.52	19588.00	14.93	100.80	9.37			54.00	60.00	19.20	21.10	7.96	7.91	"Tide +4.0"	"SPB_NAP 2_15_16"	"SPB_NAP 2_15_16"
1176	"NB-1041"	2/15/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	14.84	18230.00	13.69	103.90	9.66			14.83	18241.00	13.70	103.90	9.67			14.75	18357.00	13.82	104.30	9.71			14.75	18359.00	13.83	104.30	9.71			61.00	73.00	11.80	15.20	8.03	7.98	"Tide +3.3"	"SPB_NAP 2_15_16"	"SPB_NAP 2_15_16"
1177	"NB-350"	2/15/2016 0:00:00	"7"	"1"	"Ebbing"		"3: 7-9.99"	14.16	15340.00	8.98	90.80	8.82			14.11	15379.00	9.01	92.00	8.95			14.59	14918.00	8.72	88.50	8.53			14.57	14960.00	8.74	89.30	8.61			43.00	40.00	38.10	38.30	7.81	6.74	"SLS Net:  Tide +1.2"	"SPB_NAP 2_15_16"	"SPB_NAP 2_15_16"
1178	"NB-350"	2/15/2016 0:00:00	"7"	"1"	"Ebbing"		"3: 7-9.99"	14.59	14918.00	8.72	88.50	8.53			14.57	14960.00	8.74	89.30	8.61			14.65	14727.00	8.60	87.70	8.46			14.62	14793.00	8.64	88.00	8.49			40.00	41.00	38.30	41.40	6.74	6.75	"Compare to 1177"	"SPB_NAP 2_15_16"	"SPB_NAP 2_15_16"
1179	"NB-260"	2/15/2016 0:00:00	"7"	"1"	"Low"		"2: 4-6.99"	15.25	8588.00	4.81	78.20	7.61			15.55	10226.00	5.80					15.19	8176.00	4.57	80.10	7.82			15.37	9384.00	5.29	85.50	8.28			47.00	44.00	30.00	28.80	6.66	6.71	"Mysid Net.  Compare to 1180"	"SPB_NAP 2_15_16"	"SPB_NAP 2_15_16"
1180	"NB-260"	2/15/2016 0:00:00	"7"	"1"	"Low"		"2: 4-6.99"	15.19	8176.00	4.57	80.10	7.82			15.37	9384.00	5.29	85.50	8.28			15.19	7851.00	4.37	78.00	7.63			15.31	8779.00	4.93	80.90	7.87			47.00	44.00	28.80	27.80	6.66	6.58	"SLS Net.  Compare to 1179"	"SPB_NAP 2_15_16"	"SPB_NAP 2_15_16"
1181	"NB-230"	2/15/2016 0:00:00	"7"	"1"	"Flooding"		"1: 1-3.99"	15.27	4906.00	2.65	83.60	8.24			15.11	5671.00	3.09	85.50	8.44			15.23	4383.00	2.35	84.00	8.31			15.02	5078.00	2.75	85.70	8.49			45.00	43.00	31.30	26.80	7.65	7.53	"Went w/ the tide so we did 2nd tow from end of first tow"	"SPB_NAP 2_15_16"	"SPB_NAP 2_15_16"
1182	"NB-230"	2/15/2016 0:00:00	"7"	"2"	"Flooding"		"1: 1-3.99"	15.23	4383.00	2.35	84.00	8.31			15.02	5078.00	2.75	85.70	8.49			15.34	4920.00	2.66	89.30	8.80			15.33	5116.00	2.77	91.60	9.02			43.00	43.00	26.80		7.53		"Went w/ the tide so we did 2nd tow from end of first tow (this is second tow)"	"SPB_NAP 2_15_16"	"SPB_NAP 2_15_16"
1183	"NB-130"	2/19/2016 0:00:00	"7"	"1"	"High"		"0: <1"	13.72	365.00	0.23	90.20	9.34			13.68	352.00	0.22	90.40	9.37			13.69	343.00	0.21	91.50	9.48			13.69	344.00	0.21	93.00	9.64			95.00		26.90		7.80		"Snagged tree at 5 min.  Lost anchor for bottom water qual on second drop."	"NAP 2_19_16"	"NAP 2_19_16"
1184	"NB-130"	2/19/2016 0:00:00	"7"	"2"	"High"		"0: <1"	13.69	343.00	0.21	91.50	9.48			13.69	344.00	0.21	93.00	9.64			13.81	447.00	0.28	93.10	9.62			13.83	511.00	0.32	96.00	9.91			96.00		14.10	8.93	7.80		"Compare to 1185.  SLS Net"	"NAP 2_19_16"	"NAP 2_19_16"
1185	"NB-130"	2/19/2016 0:00:00	"7"	"3"	"High"		"0: <1"	13.81	447.00	0.28	93.10	9.62			13.83	511.00	0.32	96.00	9.91			13.81	447.00	0.28	93.10	9.62			13.83	511.00	0.32	96.00	9.91			96.00		9.70		7.80		"Compare to 1184.  Mysid Net"	"NAP 2_19_16"	"NAP 2_19_16"
1186	"SB-510"	2/20/2016 0:00:00	"8"	"1"	"Flooding"		"4: >10"	14.80	15260.00	11.38	92.40	90.30			14.80	15407.00	11.41	90.30	5.52			14.67		11.64	83.40	8.37			14.70			81.20	7.67			26.00		52.40		8.90		"ALV 1.  WQ - on 650 just recorded top and bottom"	"NA"	"NA"
1187	"SB-560"	2/20/2016 0:00:00	"8"	"1"	"Flooding"		"4: >10"	14.55	19353.00	21.05	84.90	7.89			14.54	19565.00	14.90	82.10	7.63			14.64	22007.00	16.95	81.30	7.99			14.63	22071.00	16.95	85.20	7.80			35.00		33.30		8.40			"NA"	"NA"
1188	"SB-760"	2/20/2016 0:00:00	"8"	"1"	"Ebbing"		"4: >10"	14.97	28904.00	22.60	100.10	8.80			14.74	29137.00	22.93	97.50	8.58			15.12	29283.00	23.08	100.20	8.76			14.73	29300.00	22.84	97.70	8.60			70.00	63.00	12.50	11.40	8.08				
1189	"SB-750"	2/20/2016 0:00:00	"8"	"1"	"Ebbing"		"4: >10"	16.15	22738.00	16.86	111.60	9.91										16.54	22599.00	16.58	130.20	11.49										30.00	35.00	52.70		8.23			"NA"	"NA"
1190	"SB-170"	2/20/2016 0:00:00	"8"	"1"	"Ebbing"		"4: >10"	15.91	18767.00	14.99	104.70	9.52			15.80	18977.00	13.93	103.20	9.38			15.99	18530.00	13.42	10.43	9.44			15.96	18530.00	13.55	103.70	9.59			27.00	35.00	44.60	42.70	8.24			"NA"	"NA"
1191	"NB-710"	2/23/2016 0:00:00	"7"	"1"	"Low"		"1: 1-3.99"	12.51	2948.00	1.54	90.90	9.59			12.59	3049.00	1.60	74.60	7.86			12.45	2798.00	1.46	89.90	9.51			13.06	3645.00	1.93	76.30	7.93			48.00	42.00	19.30	26.70	7.71	7.88	"Small twig branch caught on mouth of SLS net. Discarded after inspection for larvae."	"PET 2_23_16"	"PET 2_23_16"
1192	"NB-720"	2/23/2016 0:00:00	"7"	"1"	"Low"		"1: 1-3.99"	12.82	3666.00	1.94	90.00	9.40			12.55	3813.00	2.03	72.10	7.58			12.81	3828.00	2.04	99.30	10.38			12.75	3963.00	2.11	78.00	8.16			43.00	42.00	33.40	39.10	7.80	7.86	"Going a little faster.  Last rotation sum was 12800. 1.4 mph"	"PET 2_23_16"	"PET 2_23_16"
1193	"NB-780"	2/23/2016 0:00:00	"7"	"1"	"Flooding"		"2: 4-6.99"	13.51	6902.00	3.81	98.40	10.01			13.49	6952.00	3.84	91.40	9.30			13.76	7308.00	4.05	97.70	9.87			13.71	7279.00	4.03	92.00	9.31			35.00	21.00	46.50		7.95	8.00		"PET 2_23_16"	"PET 2_23_16"
1194	"NB-810"	2/23/2016 0:00:00	"7"	"1"	"Flooding"		"2: 4-6.99"	14.54	9091.00	5.11	105.00	10.36			14.07	9601.00	5.42	94.90	9.44			14.25	9963.00	5.64	102.00	10.10			14.08	10187.00	5.78	94.00	9.33			48.00	28.00	37.70	47.30	7.98	7.97		"PET 2_23_16"	"PET 2_23_16"
1195	"NB-840"	2/23/2016 0:00:00	"7"	"1"	"Flooding"		"3: 7-9.99"	14.22	13722.00	7.96	99.70	9.74			14.17	13981.00	8.13	92.30	9.02			14.20	14285.00	8.32	97.30	9.48			14.14	14580.00	8.50	92.00	8.97			30.00	25.00	45.30	56.70	7.84	7.83	"Didn't do 2nd and 3rd step, hydrolic motor down"	"PET 2_23_16"	"PET 2_23_16"
1196	"NB-850"	2/23/2016 0:00:00	"7"	"1"	"Flooding"		"3: 7-9.99"	14.36	14992.00	8.76	97.90	9.48			14.14	15165.00	8.87	93.10	9.05			14.26	15525.00	9.10	105.20	10.20			14.18	15625.00	9.16	94.00	9.12			33.00	31.00	42.60	45.20	7.82	7.84		"PET 2_23_16"	"PET 2_23_16"
1197	"NB-870"	2/23/2016 0:00:00	"7"	"1"	"Flooding"		"4: >10"	13.71	18004.00	10.68	101.60	9.86			13.64	18070.00	10.72	94.80	9.22			13.91	17884.00	10.60	99.50	9.62			13.65	18156.00	10.78	95.20	9.25			32.00	29.00	58.80	77.50	7.78	7.85		"PET 2_23_16"	"PET 2_23_16"
1198	"NB-880"	2/23/2016 0:00:00	"7"	"1"	"Flooding"		"4: >10"	13.70	18764.00	11.17	100.10	9.69			13.46	19131.00	11.40	93.90	9.13			13.45	19375.00	11.56	101.10	9.81			13.45	19215.00	11.46	95.30	9.26			39.00	32.00	52.10	53.80	7.87	7.86		"PET 2_23_16"	"PET 2_23_16"
1199	"NB-530"	2/24/2016 0:00:00	"7"	"1"	"Ebbing"		"1: 1-3.99"	13.24	4961.00	2.68					13.27	4980.00	2.69	112.30	11.56			13.07	5164.00	2.80	109.60	11.33										25.00	23.00	95.50	290.00	8.20	7.99	"Depth got very shallow; but net was under water"	"SON 2_24_16"	"SON 2_24_16"
1200	"NB-520"	2/24/2016 0:00:00	"7"	"1"	"Ebbing"		"1: 1-3.99"	13.19	4965.00	2.68	108.90	11.24										13.15	4983.00	2.69	109.20	11.27										19.00	20.00	180.00	154.00	8.14	8.09	"Catching out flow from a pipe & small creeklet"	"SON 2_24_16"	"SON 2_24_16"
1201	"NB-600"	2/24/2016 0:00:00	"7"	"1"	"Ebbing"		"2: 4-6.99"	13.49	8653.00	4.85	95.40	9.65			13.46	9876.00	5.59	92.00	9.27			13.45	7452.00	4.13	99.70	10.13			13.45	9919.00	5.62	91.30	9.20			25.00	30.00	116.00	140.00	7.64	7.67		"SON 2_24_16"	"SON 2_24_16"
1202	"NB-600"	2/24/2016 0:00:00	"7"	"2"	"Ebbing"		"2: 4-6.99"	13.47	8954.00	5.03	96.00	9.70			13.46	8977.00	5.05	91.80	9.28			13.54	8958.00	5.03	98.50	9.93			13.46	9223.00	5.19	91.40	9.23			18.00	17.00	102.00	62.70	7.62	7.61		"SON 2_24_16"	"SON 2_24_16"
1203	"NB-1013"	2/24/2016 0:00:00	"7"	"1"	"Low"		"3: 7-9.99"	11.96	15130.00	8.84	95.50	9.75			11.87	15575.00	9.12	91.10	9.30			11.79	16053.00	9.42	93.30	9.52			11.79	16071.00	9.43	91.00	9.29			32.00	19.00	35.70	131.00	7.72	7.76		"SON 2_24_16"	"SON 2_24_16"
1204	"NB-1017"	2/24/2016 0:00:00	"7"	"1"	"Flooding"		"3: 7-9.99"	11.79	16053.00	9.42	93.30	9.52			11.79	16071.00	9.43	91.00	9.29			12.10	19718.00	11.77	103.20	10.31			12.08	19712.00	11.77	103.60	10.35			19.00	20.00	131.00	116.00	7.76	7.99		"SON 2_24_16"	"SON 2_24_16"
1205	"NB-1017"	2/24/2016 0:00:00	"7"	"2"	"Flooding"		"4: >10"	12.16	19833.00	11.85	102.40	10.21			12.06	19776.00	11.81	101.00	10.10			13.36	19902.00	11.90	113.90	11.06			13.51	19712.00	11.78	113.60	11.00			19.00	21.00	58.20	108.00	8.00	8.06		"SON 2_24_16"	"SON 2_24_16"
1206	"NB-670"	2/24/2016 0:00:00	"7"	"1"	"Flooding"		"3: 7-9.99"	12.41	14132.00	8.21	98.80	10.02			12.40	14256.00	8.29	91.00	9.23			12.07	15763.00	9.24	95.30	9.67			12.05	15815.00	9.27	91.60	9.30			18.00	15.00	87.50	108.00	7.73	7.79		"SON 2_24_16"	"SON 2_24_16"
1207	"NB-623"	2/24/2016 0:00:00	"7"	"1"	"Flooding"		"0: <1"	12.24	1076.00	0.54	87.60	9.36										13.40	4744.00	2.55	97.00	9.97										12.00	15.00	312.00	312.00	7.73	7.67	"Corrected from 36 degrees to 18 degrees on down angle at 7 m 20 s."	"SON 2_24_16"	"SON 2_24_16"
1208	"NB-200"	3/1/2016 0:00:00	"1"	"1"	"High"		"2: 4-6.99"	14.92	7268.00	4.02			2.70	0.60	16.03	12521.00	7.22	84.10	7.94	4.00	1.00	14.93	5489.00	2.98	86.50	8.58	2.70	0.60	15.83	11617.00	6.66	83.90	7.98	3.10	0.70	53.00		19.30		7.71	7.73		"NAP 3_1_16"	"NAP 3_1_16"
1209	"NB-170"	3/1/2016 0:00:00	"1"	"1"	"Ebbing"		"2: 4-6.99"	15.46	8343.00	4.66	79.60	7.72	2.50	0.60	15.64	10026.00	5.68	78.30	7.53	2.90	0.70	14.64	3700.00	1.96	92.80	9.32	2.40	0.60	15.44	8800.00	4.94	82.10	7.95	2.80	0.70	52.00	50.00	18.80	17.70	7.61	7.82		"NAP 3_1_16"	"NAP 3_1_16"
1210	"NB-150"	3/1/2016 0:00:00	"1"	"1"	"Ebbing"		"1: 1-3.99"	14.34	1670.00	0.85			15.10	3.60	15.33	6406.00	3.52	92.70	9.09	1.80	0.40	14.38	1364.00	0.69	109.20	11.11	1.50	0.40	15.45	4740.00	2.55	98.70	9.71	2.20	0.50	60.00	95.00	11.40	14.60	8.00	8.75		"NAP 3_1_16"	"NAP 3_1_16"
1211	"NB-130"	3/1/2016 0:00:00	"1"	"1"	"Ebbing"		"0: <1"	14.84	1742.00	0.89	110.60	11.14	1.60	0.40	15.40	3113.00	1.63	103.50	10.24	1.80	0.40	14.72	754.00	0.37	118.10	11.95	1.10	0.30	14.86	1202.00	0.60	114.50	11.54	1.60	0.40	95.00	147.00	11.00	7.24	8.10	8.14		"NAP 3_1_16"	"NAP 3_1_16"
1212	"NB-230"	3/1/2016 0:00:00	"1"	"1"	"Ebbing"		"2: 4-6.99"	15.32	9909.00	5.61			2.30	0.50	16.16	14267.00	8.31	86.00	8.05	3.90	0.90	15.43	9366.00	5.28	92.40	8.94	3.60	0.90	16.16	13571.00	7.87	84.30	7.91	4.10	1.00	50.00	50.00	20.00	17.40	7.72	7.70	"hack #1, YSI 6600 #3, YSI 2030 #2"	"NAP 3_1_16"	"NAP 3_1_16"
1213	"NB-252"	3/1/2016 0:00:00	"1"	"1"	"Ebbing"		"3: 7-9.99"															15.53	13742.00	7.98	90.70	8.61	4.70	1.10	15.53	13740.00	7.98	85.40	8.11	4.70	1.10	35.00	35.00	21.70	24.70	7.69	7.69		"NAP 3_1_16"	"NAP 3_1_16"
1214	"NB-271"	3/1/2016 0:00:00	"1"	"1"	"Ebbing"		"3: 7-9.99"	15.67	15099.00	8.83			-0.10		15.62	16747.00	9.88	93.00	8.71	4.50	1.10	15.81	15092.00	8.83	93.50	8.78	6.10	1.40	15.66	16628.00	9.80	89.50	8.39	4.70	1.10	50.00	56.00	14.90	15.20	7.83	7.85		"NAP 3_1_16"	"NAP 3_1_16"
1215	"NB-361"	3/2/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	14.81	25289.00	15.46			4.40	1.00	14.62	31263.00	19.49	100.30	9.04	0.80	0.20	14.82	25421.00	15.55	104.30	9.60	2.10	0.50	14.68	29759.00	18.47	100.80	9.14	1.40	0.30	100.00	115.00	9.26		8.02	8.00	"YSI 6600 #3, YSI 2030 #2, Flow B27418, Hach #1"	"NAP 3_2_16"	"NAP 3_2_16"
1216	"NB-1119"	3/2/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	17.03	23287.00	14.13	122.50	10.86	11.10	2.60	15.43	28072.00	17.33	113.40	10.20	3.90	0.90	17.06	23493.00	14.27			5.30	1.30								94.00	73.00	13.30	12.10	8.53	8.48	"Only surface WQ at end"		
1217	"NB-1117"	3/1/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	15.80	23824.00	14.49	111.30	10.10	8.00	1.90	15.70	24511.00	14.94	109.40	9.92	3.60	0.90	16.35	22799.00	13.81	116.60	10.50	16.10	3.80	15.62	23884.00	14.53	114.10	10.39	7.70	1.80	96.00	75.00	10.00	10.40	8.21	8.38		"SPB 3_2_16"	"SPB 3_2_16"
1218	"NB-1115"	3/2/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	15.02	21715.00	13.10	106.60	9.92	2.50	0.60	15.46	25875.00	15.85	105.10	9.52	2.40	0.60	15.45	22000.00	13.28	107.80	9.93	53.30	12.70	15.11	28417.00	17.56	101.60	9.18	2.20	0.50	141.00	160.00	15.07	6.25	8.06	8.10		"SPB 3_2_16"	"SPB 3_2_16"
1219	"NB-1113"	3/2/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	15.16	20584.00	12.36	109.10	10.17	2.90	0.70	15.02	29389.00	18.22	105.60	9.52	2.00	0.50	15.51	25119.00	15.35			5.10	1.20	14.84	31408.00	19.59			3.40	0.80	155.00	160.00	7.30	4.83	8.40	8.09		"SPB 3_2_16"	"SPB 3_2_16"
1220	"NB-1095"	3/2/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	15.60	26881.00	16.53	109.80	9.89	3.50	0.80	15.37	27541.00	16.97	105.70	9.53	2.90	0.70	15.87	26265.00	16.12	111.20	9.98	2.00	0.50	15.11	28766.00	17.80	105.90	9.55	2.20	0.50	139.00	153.00	3.52	4.23	8.09	8.13	"more in NB-1111"	"SPB 3_2_16"	"SPB 3_2_16"
1221	"NB-1093"	3/2/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	15.64	27203.00	16.75	107.60	9.66	3.20	0.80	15.57	27295.00	16.81	106.40	9.57	3.10	0.70	15.88	26747.00	16.44	108.40	9.70	3.10	0.70	15.77	26869.00	16.52	107.60	9.65	3.40	0.80	117.00	120.00	8.91	10.10	8.09	8.10		"SPB 3_2_16"	"SPB 3_2_16"
1222	"NB-1107"	3/2/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	16.24	27025.00	16.63	109.10	9.68	3.30	0.80	16.22	27027.00	16.63	107.60	9.56	128.20	30.50	16.57	26977.00	16.60	111.30	9.82	32.00	7.60								118.00	100.00	8.17	8.80	8.08	8.17		"SPB 3_2_16"	"SPB 3_2_16"
1223	"NB-1165"	3/2/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	16.31	24641.00	15.03	110.30	9.88	1.90	0.50	14.32	37991.00	24.15	103.30	9.11	0.70	0.20	16.33	26236.00	16.10	109.10	9.70	14.40	3.40	14.30	37883.00	24.07	102.10	9.01	1.10	0.30	115.00	119.00	7.46		8.12	8.10		"SPB 3_2_16"	"SPB 3_2_16"
1224	"NB-1167"	3/2/2016 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	15.75	28089.00	17.35	108.60	9.69	1.30	0.30	15.43	29040.00	17.99	107.40	9.61	1.80	0.40	15.66	28907.00	17.90			2.70	0.60	14.85	33137.00	20.78	103.70	9.24	1.20	0.30	116.00	86.00	7.61	12.60	8.11	8.10		"SPB 3_2_16"	"SPB 3_2_16"
1225	"NB-1169"	3/2/2016 0:00:00	"1"	"1"	"Low"		"4: >10"	16.01	26892.00	16.54	107.10	9.56	12.10	2.90	15.50	29120.00	18.04	106.10	9.48	2.50	0.60															124.00	170.00	5.80	4.37	8.08	8.10		"SPB 3_2_16"	"SPB 3_2_16"
